id,listing_url,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1.08335E+18,https://www.airbnb.com/rooms/1083345613858888915,0,0,0,,,,,,,,,,,f,1,1,0,0,
1.08176E+18,https://www.airbnb.com/rooms/1081763666157324697,6,6,1,09/03/2024,09/06/2024,5,5,5,5,5,5,5,,f,34,34,0,0,1.59
1.08359E+18,https://www.airbnb.com/rooms/1083594747071882823,0,0,0,,,,,,,,,,,f,1,0,1,0,
1.08181E+18,https://www.airbnb.com/rooms/1081810411551344455,9,9,2,29/02/2024,09/06/2024,4.67,4.56,4.78,4.56,4.56,4.78,4.44,,f,62,58,4,0,2.21
1.08369E+18,https://www.airbnb.com/rooms/1083691553506317846,4,4,0,23/02/2024,15/04/2024,4.25,4.75,4,5,4.25,5,4.75,,f,4,4,0,0,0.94
1.08185E+18,https://www.airbnb.com/rooms/1081846170459501181,0,0,0,,,,,,,,,,,f,11,11,0,0,
1.08369E+18,https://www.airbnb.com/rooms/1083693611348408915,1,1,0,05/03/2024,05/03/2024,5,5,5,5,5,5,5,,f,5,5,0,0,0.26
1.08374E+18,https://www.airbnb.com/rooms/1083738406141914213,0,0,0,,,,,,,,,,,f,3,3,0,0,
1.0838E+18,https://www.airbnb.com/rooms/1083798276324943750,1,1,0,12/05/2024,12/05/2024,5,5,5,4,5,4,4,,t,25,25,0,0,0.61
1.08186E+18,https://www.airbnb.com/rooms/1081858410398343668,10,10,0,09/02/2024,17/04/2024,5,5,5,4.9,5,5,5,,t,3,3,0,0,2.11
1.08384E+18,https://www.airbnb.com/rooms/1083842519619920460,4,4,0,19/03/2024,08/05/2024,4.75,4.75,5,5,5,4.75,4.75,,f,3,3,0,0,1.17
1.084E+18,https://www.airbnb.com/rooms/1084000492227154493,6,6,0,08/02/2024,31/03/2024,5,5,5,5,5,5,5,,f,1,1,0,0,1.26
1.08194E+18,https://www.airbnb.com/rooms/1081939676570514991,0,0,0,,,,,,,,,,,f,14,9,5,0,
1.08407E+18,https://www.airbnb.com/rooms/1084065756971431725,3,3,0,30/03/2024,22/05/2024,4,4.67,4.67,4,5,5,4.67,,f,1,0,1,0,0.98
1.08196E+18,https://www.airbnb.com/rooms/1081961281272824399,7,7,0,19/02/2024,05/05/2024,5,5,5,5,5,5,5,,f,27,26,1,0,1.59
1.08413E+18,https://www.airbnb.com/rooms/1084129001354486118,1,1,1,20/06/2024,20/06/2024,5,5,5,5,5,5,5,,f,1,1,0,0,1
1.0821E+18,https://www.airbnb.com/rooms/1082103907031967818,0,0,0,,,,,,,,,,,t,2,2,0,0,
1.08419E+18,https://www.airbnb.com/rooms/1084187018293516123,0,0,0,,,,,,,,,,,f,2,1,1,0,
1.08224E+18,https://www.airbnb.com/rooms/1082240634713408215,0,0,0,,,,,,,,,,,f,1,1,0,0,
1.08224E+18,https://www.airbnb.com/rooms/1082241581085138554,0,0,0,,,,,,,,,,,f,3,3,0,0,
1.08225E+18,https://www.airbnb.com/rooms/1082249266678775018,6,6,0,17/03/2024,19/05/2024,4.83,4.5,4.83,4.83,4.83,4.83,5,,t,2,1,1,0,1.71
1.08425E+18,https://www.airbnb.com/rooms/1084250037057681598,11,11,0,18/02/2024,14/04/2024,4.91,5,5,5,5,5,4.91,,f,2,1,1,0,2.48
1.08232E+18,https://www.airbnb.com/rooms/1082319286303264661,5,5,0,10/02/2024,13/03/2024,5,5,5,4.8,5,5,5,,f,3,3,0,0,1.06
1.08234E+18,https://www.airbnb.com/rooms/1082342059220682220,6,6,0,10/02/2024,28/05/2024,5,5,5,5,5,5,5,,f,3,3,0,0,1.28
1.08242E+18,https://www.airbnb.com/rooms/1082415478159368592,5,5,0,11/02/2024,29/03/2024,4.8,5,4.8,4.8,5,4.8,5,,t,21,21,0,0,1.07
1.08243E+18,https://www.airbnb.com/rooms/1082425759336405444,0,0,0,,,,,,,,,,,f,10,10,0,0,
1.08436E+18,https://www.airbnb.com/rooms/1084364036567934778,0,0,0,,,,,,,,,,,t,1,1,0,0,
1.08243E+18,https://www.airbnb.com/rooms/1082426841485263939,8,8,0,01/03/2024,26/04/2024,5,4.88,5,5,4.75,5,5,,f,3,3,0,0,1.98
1.08447E+18,https://www.airbnb.com/rooms/1084471129194782737,1,1,0,09/03/2024,09/03/2024,5,5,5,5,5,5,5,,f,4,2,2,0,0.27
1.08243E+18,https://www.airbnb.com/rooms/1082428803666069743,0,0,0,,,,,,,,,,,f,10,10,0,0,
1.08252E+18,https://www.airbnb.com/rooms/1082522508013484485,0,0,0,,,,,,,,,,,f,1,1,0,0,
1.08448E+18,https://www.airbnb.com/rooms/1084480931959907325,3,3,0,08/02/2024,31/03/2024,5,5,4.67,5,5,5,4.67,,f,3,1,2,0,0.63
1.08256E+18,https://www.airbnb.com/rooms/1082559570065542292,0,0,0,,,,,,,,,,,t,1,0,1,0,
1.08258E+18,https://www.airbnb.com/rooms/1082581923547146947,7,7,0,26/02/2024,27/05/2024,4.29,4.29,4.29,4.86,4.14,4.57,4.29,,t,134,132,2,0,1.68
1.08451E+18,https://www.airbnb.com/rooms/1084505998942109983,1,1,0,30/04/2024,30/04/2024,3,3,3,2,2,5,3,,t,1,1,0,0,0.48
1.08266E+18,https://www.airbnb.com/rooms/1082662559144495554,0,0,0,,,,,,,,,,,f,1,1,0,0,
1.08269E+18,https://www.airbnb.com/rooms/1082688674775841793,3,3,0,07/02/2024,05/05/2024,5,5,5,5,5,5,5,,f,2,2,0,0,0.63
1.08451E+18,https://www.airbnb.com/rooms/1084513445809416233,8,8,3,11/03/2024,18/06/2024,5,5,5,4.88,5,5,5,,f,2,2,0,0,2.16
1.08451E+18,https://www.airbnb.com/rooms/1084514295631124696,0,0,0,,,,,,,,,,,f,38,10,28,0,
1.08456E+18,https://www.airbnb.com/rooms/1084561346231826773,0,0,0,,,,,,,,,,,t,11,11,0,0,
1.08457E+18,https://www.airbnb.com/rooms/1084565742038835081,5,5,1,15/03/2024,02/06/2024,4.4,5,4.2,4.4,4,4.8,4.6,,t,1,1,0,0,1.4
1.08457E+18,https://www.airbnb.com/rooms/1084573891941837679,0,0,0,,,,,,,,,,,t,38,10,28,0,
1.08458E+18,https://www.airbnb.com/rooms/1084579808363335855,0,0,0,,,,,,,,,,,t,3,3,0,0,
1.08301E+18,https://www.airbnb.com/rooms/1083006959795738441,0,0,0,,,,,,,,,,,f,7,6,1,0,
1.08459E+18,https://www.airbnb.com/rooms/1084593675150575615,1,1,0,02/04/2024,02/04/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.34
1.08686E+18,https://www.airbnb.com/rooms/1086862052260162009,5,5,1,17/03/2024,11/06/2024,4.8,5,4.6,5,5,4.8,4.8,,t,11,11,0,0,1.43
1.08465E+18,https://www.airbnb.com/rooms/1084645493170802297,0,0,0,,,,,,,,,,,f,10,10,0,0,
1.08465E+18,https://www.airbnb.com/rooms/1084647697100376526,1,1,0,01/04/2024,01/04/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.33
1.08686E+18,https://www.airbnb.com/rooms/1086862532255447804,10,10,1,27/02/2024,27/06/2024,4.8,4.89,5,4.78,4.78,4.78,4.78,,t,11,11,0,0,2.42
1.08687E+18,https://www.airbnb.com/rooms/1086866812238853534,2,2,0,07/03/2024,20/03/2024,4.5,5,5,5,4.5,5,4.5,,t,11,11,0,0,0.52
1.08687E+18,https://www.airbnb.com/rooms/1086871053220727042,3,3,0,14/03/2024,26/05/2024,4.67,5,5,4.67,4.67,5,4.67,,f,49,49,0,0,0.83
1.08465E+18,https://www.airbnb.com/rooms/1084650215253190848,3,3,0,24/02/2024,20/05/2024,4.33,4.33,4.33,4,4.33,4.33,4,,t,1,1,0,0,0.71
1.08688E+18,https://www.airbnb.com/rooms/1086880799190962862,5,5,3,07/04/2024,24/06/2024,4.8,4.6,4.8,5,4.8,5,4.8,,f,49,49,0,0,1.79
1.08688E+18,https://www.airbnb.com/rooms/1086881626128221226,3,3,0,14/03/2024,15/04/2024,5,5,5,5,5,5,5,,f,83,83,0,0,0.83
1.08691E+18,https://www.airbnb.com/rooms/1086906310363692157,2,2,1,18/04/2024,07/06/2024,5,5,5,5,5,5,5,,f,49,49,0,0,0.82
1.08692E+18,https://www.airbnb.com/rooms/1086916293875823884,0,0,0,,,,,,,,,,,f,49,49,0,0,
1.08468E+18,https://www.airbnb.com/rooms/1084679728321543712,4,4,0,17/03/2024,31/03/2024,5,5,5,5,5,5,5,,t,1,1,0,0,1.14
1.0847E+18,https://www.airbnb.com/rooms/1084696243712128556,1,1,1,20/06/2024,20/06/2024,5,5,5,5,5,5,5,,f,1,1,0,0,1
1.08692E+18,https://www.airbnb.com/rooms/1086921416703196287,5,5,2,23/03/2024,22/06/2024,5,4.8,5,5,5,5,5,,f,49,49,0,0,1.52
1.08693E+18,https://www.airbnb.com/rooms/1086925924081436591,2,2,0,17/03/2024,20/04/2024,4.5,4.5,5,5,5,5,4.5,,f,49,49,0,0,0.57
1.08471E+18,https://www.airbnb.com/rooms/1084709852890898235,1,1,0,22/05/2024,22/05/2024,5,5,5,5,5,4,5,,f,12,12,0,0,0.77
1.08471E+18,https://www.airbnb.com/rooms/1084709854806832444,6,6,0,15/03/2024,24/05/2024,5,5,5,5,5,5,5,,t,1,0,1,0,1.68
1.08471E+18,https://www.airbnb.com/rooms/1084713568535678754,5,5,0,27/04/2024,19/05/2024,5,5,5,4.4,5,5,5,,f,12,12,0,0,2.34
1.08472E+18,https://www.airbnb.com/rooms/1084716875880459863,4,4,1,03/03/2024,01/06/2024,5,4.75,5,5,5,4.5,4.25,,f,1,1,0,0,1.01
1.08693E+18,https://www.airbnb.com/rooms/1086930431345947681,1,1,0,10/03/2024,10/03/2024,5,5,5,5,5,5,5,,t,5,4,1,0,0.27
1.08693E+18,https://www.airbnb.com/rooms/1086931584104406794,1,1,0,14/04/2024,14/04/2024,5,5,4,5,5,5,5,,f,49,49,0,0,0.39
1.08694E+18,https://www.airbnb.com/rooms/1086935839529222356,3,3,1,12/04/2024,02/06/2024,5,5,5,5,4.33,5,4.67,,f,49,49,0,0,1.14
1.08472E+18,https://www.airbnb.com/rooms/1084724153275943720,0,0,0,,,,,,,,,,,f,1,1,0,0,
1.08701E+18,https://www.airbnb.com/rooms/1087013914277142766,0,0,0,,,,,,,,,,,f,1,0,1,0,
1.08479E+18,https://www.airbnb.com/rooms/1084792607072411173,2,2,0,13/02/2024,04/03/2024,5,5,4.5,5,5,4.5,5,,f,2,0,2,0,0.43
1.08715E+18,https://www.airbnb.com/rooms/1087146666640645658,0,0,0,,,,,,,,,,,f,19,19,0,0,
1.08733E+18,https://www.airbnb.com/rooms/1087332378314213564,5,5,0,23/02/2024,02/04/2024,5,5,5,5,5,5,5,,f,1,1,0,0,1.17
1.0848E+18,https://www.airbnb.com/rooms/1084804808678571938,5,5,2,05/05/2024,16/06/2024,5,5,5,5,5,5,5,,t,1,1,0,0,2.68
1.08739E+18,https://www.airbnb.com/rooms/1087387578229006516,1,1,0,26/03/2024,26/03/2024,5,5,5,5,5,5,5,,t,6,6,0,0,0.31
1.08481E+18,https://www.airbnb.com/rooms/1084809005776354423,18,18,0,12/02/2024,25/05/2024,4.89,4.78,4.83,4.94,5,4.78,4.89,,f,1,0,1,0,3.88
1.08741E+18,https://www.airbnb.com/rooms/1087406259011528973,1,1,0,29/03/2024,29/03/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.32
1.08483E+18,https://www.airbnb.com/rooms/1084829683213653542,10,10,1,24/03/2024,18/06/2024,4.9,4.9,4.9,4.9,4.9,4.8,4.8,,f,53,53,0,0,3.06
1.08486E+18,https://www.airbnb.com/rooms/1084863633424104202,0,0,0,,,,,,,,,,,f,7,6,1,0,
1.08514E+18,https://www.airbnb.com/rooms/1085138591884224555,0,0,0,,,,,,,,,,,t,1,1,0,0,
1.08517E+18,https://www.airbnb.com/rooms/1085168547836290452,0,0,0,,,,,,,,,,,f,1,1,0,0,
1.08742E+18,https://www.airbnb.com/rooms/1087420044327165182,0,0,0,,,,,,,,,,,t,2,0,2,0,
1.08518E+18,https://www.airbnb.com/rooms/1085177493417927881,0,0,0,,,,,,,,,,,f,5,4,1,0,
1.0852E+18,https://www.airbnb.com/rooms/1085199731021553223,2,2,0,20/02/2024,26/03/2024,4.5,4.5,4.5,4.5,5,4.5,4,,t,14,14,0,0,0.46
1.08743E+18,https://www.airbnb.com/rooms/1087425965203103179,2,2,0,23/04/2024,11/05/2024,4,4.5,5,2,5,4.5,5,,t,124,124,0,0,0.87
1.08743E+18,https://www.airbnb.com/rooms/1087427217955856346,0,0,0,,,,,,,,,,,t,124,124,0,0,
1.08521E+18,https://www.airbnb.com/rooms/1085207626968204279,1,1,0,29/02/2024,29/02/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.24
1.08743E+18,https://www.airbnb.com/rooms/1087429332651908066,7,7,0,18/02/2024,20/04/2024,4.86,4.86,4.86,5,5,4.86,4.86,,f,1,1,0,0,1.58
1.08521E+18,https://www.airbnb.com/rooms/1085212295067810449,4,4,1,23/02/2024,08/06/2024,5,5,5,5,5,5,5,,f,3,3,0,0,0.94
1.08523E+18,https://www.airbnb.com/rooms/1085230686496126694,0,0,0,,,,,,,,,,,t,3,3,0,0,
1.08744E+18,https://www.airbnb.com/rooms/1087436450528878258,10,10,2,23/02/2024,19/06/2024,4.6,4.3,3.7,4.9,4.9,4.6,4.5,,f,8,3,5,0,2.34
1.08744E+18,https://www.airbnb.com/rooms/1087439458489617991,1,1,0,06/05/2024,06/05/2024,1,5,2,1,3,4,1,,t,124,124,0,0,0.54
1.08744E+18,https://www.airbnb.com/rooms/1087442818221733733,0,0,0,,,,,,,,,,,t,124,124,0,0,
1.08527E+18,https://www.airbnb.com/rooms/1085266698506544624,0,0,0,,,,,,,,,,,t,43,35,8,0,
1.08528E+18,https://www.airbnb.com/rooms/1085276205073935693,10,10,0,24/02/2024,10/05/2024,5,4.9,4.9,5,5,4.9,5,,f,3,3,0,0,2.36
1.08745E+18,https://www.airbnb.com/rooms/1087446059822500539,5,5,3,02/05/2024,09/06/2024,5,5,5,4.6,4.8,4.6,5,,t,124,124,0,0,2.54
1.08745E+18,https://www.airbnb.com/rooms/1087453756490946383,2,2,0,24/04/2024,04/05/2024,2,3,2.5,1,2,2.5,3,,t,124,124,0,0,0.88
1.0853E+18,https://www.airbnb.com/rooms/1085295094124146178,18,18,4,18/03/2024,25/06/2024,4.83,4.88,4.88,4.88,4.94,4.76,4.76,,f,96,96,0,0,5.19
1.08746E+18,https://www.airbnb.com/rooms/1087456784706435718,3,3,0,22/02/2024,10/03/2024,5,5,5,5,5,5,5,,f,4,0,4,0,0.7
1.08535E+18,https://www.airbnb.com/rooms/1085346487871515561,8,8,0,03/03/2024,04/05/2024,4.75,4.75,4.88,4.88,5,4.75,4.63,,f,26,26,0,0,2.02
1.08544E+18,https://www.airbnb.com/rooms/1085438536854400658,9,9,2,23/02/2024,13/06/2024,4.67,4.89,4.44,5,4.89,5,4.89,,f,53,53,0,0,2.11
1.08746E+18,https://www.airbnb.com/rooms/1087458952873979213,3,3,0,24/04/2024,18/05/2024,4.67,4.67,5,4.33,4.33,4.67,4.67,,t,124,124,0,0,1.32
1.08545E+18,https://www.airbnb.com/rooms/1085450148349551748,15,15,6,11/02/2024,27/06/2024,5,5,5,5,5,5,5,,f,1,0,1,0,3.21
1.08746E+18,https://www.airbnb.com/rooms/1087460811087848439,6,6,0,17/02/2024,28/04/2024,5,5,5,5,4.83,5,5,,f,4,0,4,0,1.34
1.08748E+18,https://www.airbnb.com/rooms/1087475920692627515,1,1,0,08/05/2024,08/05/2024,5,5,5,3,4,5,5,,t,124,124,0,0,0.56
1.08548E+18,https://www.airbnb.com/rooms/1085479089890126219,1,1,0,19/02/2024,19/02/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.23
1.08748E+18,https://www.airbnb.com/rooms/1087480616395490066,0,0,0,,,,,,,,,,,f,2,0,2,0,
1.0855E+18,https://www.airbnb.com/rooms/1085496771085951114,10,10,1,23/02/2024,16/06/2024,5,5,5,5,5,5,4.9,,f,9,9,0,0,2.34
1.0855E+18,https://www.airbnb.com/rooms/1085501148676249911,0,0,0,,,,,,,,,,,f,3,2,1,0,
1.08553E+18,https://www.airbnb.com/rooms/1085532097482527081,0,0,0,,,,,,,,,,,t,1,1,0,0,
1.08748E+18,https://www.airbnb.com/rooms/1087480775376388883,0,0,0,,,,,,,,,,,t,124,124,0,0,
1.08555E+18,https://www.airbnb.com/rooms/1085554381956211887,1,1,0,15/02/2024,15/02/2024,5,5,5,5,5,5,5,,t,6,1,5,0,0.22
1.08748E+18,https://www.airbnb.com/rooms/1087483067357386194,0,0,0,,,,,,,,,,,f,1,1,0,0,
1.08749E+18,https://www.airbnb.com/rooms/1087488234156282921,1,1,0,22/05/2024,22/05/2024,5,5,5,5,5,5,5,,t,124,124,0,0,0.75
1.08557E+18,https://www.airbnb.com/rooms/1085569395104518003,11,11,3,19/02/2024,06/06/2024,4.55,4.45,4.55,4.82,4.73,4.64,4.36,,f,9,9,0,0,2.5
1.08562E+18,https://www.airbnb.com/rooms/1085615168178614224,2,2,0,15/03/2024,24/03/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.56
1.08588E+18,https://www.airbnb.com/rooms/1085877786772634502,6,6,1,19/02/2024,04/06/2024,4.83,4.67,4.67,4.67,5,5,4.83,,f,95,94,1,0,1.36
1.08593E+18,https://www.airbnb.com/rooms/1085926229999027779,2,2,0,11/02/2024,28/04/2024,5,5,5,5,5,5,5,,t,23,23,0,0,0.43
1.08593E+18,https://www.airbnb.com/rooms/1085929418498357200,0,0,0,,,,,,,,,,,t,10,2,8,0,
1.08593E+18,https://www.airbnb.com/rooms/1085930221994261792,0,0,0,,,,,,,,,,,f,2,2,0,0,
1.08594E+18,https://www.airbnb.com/rooms/1085938511439996664,5,5,0,11/02/2024,30/03/2024,4.8,4.8,5,4.8,5,5,4.8,,t,6,1,5,0,1.07
1.08598E+18,https://www.airbnb.com/rooms/1085977960482536347,6,6,0,24/02/2024,20/04/2024,4.83,5,4.67,4.83,4.83,5,5,,f,4,0,4,0,1.42
1.0875E+18,https://www.airbnb.com/rooms/1087497869771064876,15,15,5,06/03/2024,21/06/2024,4.8,4.67,4.73,4.47,4.73,4.87,4.67,,t,95,95,0,0,3.88
1.08598E+18,https://www.airbnb.com/rooms/1085979690832830251,1,1,0,23/03/2024,23/03/2024,5,5,5,5,5,5,5,,t,6,1,5,0,0.3
1.08603E+18,https://www.airbnb.com/rooms/1086034244268849737,0,0,0,,,,,,,,,,,f,11,11,0,0,
1.08605E+18,https://www.airbnb.com/rooms/1086046777018901865,1,1,0,20/03/2024,20/03/2024,3,3,2,5,5,5,3,,t,83,82,1,0,0.29
1.08605E+18,https://www.airbnb.com/rooms/1086047442017367647,0,0,0,,,,,,,,,,,f,22,22,0,0,
1.0875E+18,https://www.airbnb.com/rooms/1087499605635212064,0,0,0,,,,,,,,,,,f,1,1,0,0,
1.08605E+18,https://www.airbnb.com/rooms/1086053639333417008,0,0,0,,,,,,,,,,,f,22,22,0,0,
1.0861E+18,https://www.airbnb.com/rooms/1086104551926551654,4,4,0,06/03/2024,20/05/2024,5,5,5,5,5,5,5,,t,1,1,0,0,1.03
1.08614E+18,https://www.airbnb.com/rooms/1086135054630502710,0,0,0,,,,,,,,,,,t,124,124,0,0,
1.08751E+18,https://www.airbnb.com/rooms/1087514732708824077,0,0,0,,,,,,,,,,,f,13,13,0,0,
1.08756E+18,https://www.airbnb.com/rooms/1087564666602100546,11,11,3,27/02/2024,16/06/2024,4.82,4.8,5,4.8,4.9,4.8,4.7,,f,47,47,0,0,2.66
1.08614E+18,https://www.airbnb.com/rooms/1086140927195476865,8,8,0,11/02/2024,14/04/2024,5,4.88,5,5,5,5,5,,f,1,1,0,0,1.71
1.08761E+18,https://www.airbnb.com/rooms/1087611048207612666,10,10,1,16/02/2024,18/06/2024,4.9,5,5,4.9,5,4.9,5,,f,3,3,0,0,2.22
1.08616E+18,https://www.airbnb.com/rooms/1086164689281630360,0,0,0,,,,,,,,,,,t,124,124,0,0,
1.08769E+18,https://www.airbnb.com/rooms/1087687381463509245,2,2,0,14/03/2024,14/04/2024,4.5,4.5,5,4.5,4.5,5,4.5,,f,2,0,2,0,0.56
1.08617E+18,https://www.airbnb.com/rooms/1086170250932087928,0,0,0,,,,,,,,,,,t,124,124,0,0,
1.08773E+18,https://www.airbnb.com/rooms/1087731415153108246,2,2,0,07/03/2024,15/03/2024,4.5,4.5,4.5,4.5,5,5,5,,t,1,1,0,0,0.52
1.08778E+18,https://www.airbnb.com/rooms/1087775045090314925,1,1,0,25/03/2024,25/03/2024,5,5,5,5,5,5,5,,f,15,15,0,0,0.31
1.08618E+18,https://www.airbnb.com/rooms/1086176369476500393,1,1,0,22/05/2024,22/05/2024,1,3,4,1,1,5,3,,t,124,124,0,0,0.75
1.08778E+18,https://www.airbnb.com/rooms/1087775284755262644,0,0,0,,,,,,,,,,,f,19,19,0,0,
1.08778E+18,https://www.airbnb.com/rooms/1087784915229019943,0,0,0,,,,,,,,,,,f,4,2,2,0,
1.08618E+18,https://www.airbnb.com/rooms/1086181862243747279,0,0,0,,,,,,,,,,,t,124,124,0,0,
1.08779E+18,https://www.airbnb.com/rooms/1087794423435460226,7,7,0,27/02/2024,20/05/2024,4.86,4.86,4.43,5,5,5,4.71,,t,3,3,0,0,1.69
1.0878E+18,https://www.airbnb.com/rooms/1087798944932229203,1,1,0,20/05/2024,20/05/2024,5,5,5,5,5,5,5,,f,2,1,1,0,0.73
1.0878E+18,https://www.airbnb.com/rooms/1087800810546850496,1,1,0,01/04/2024,01/04/2024,5,5,5,4,5,5,5,,f,6,3,3,0,0.33
1.08618E+18,https://www.airbnb.com/rooms/1086184952586012732,1,1,0,23/05/2024,23/05/2024,2,4,4,4,1,4,4,,t,124,124,0,0,0.79
1.08811E+18,https://www.airbnb.com/rooms/1088110279712128668,2,2,0,03/04/2024,15/04/2024,5,5,5,5,5,5,4.5,,f,1,1,0,0,0.68
1.08619E+18,https://www.airbnb.com/rooms/1086187638430302514,1,1,0,11/05/2024,11/05/2024,5,5,5,5,5,5,5,,t,124,124,0,0,0.6
1.08812E+18,https://www.airbnb.com/rooms/1088115867626251450,7,7,1,18/02/2024,07/06/2024,4.71,5,5,5,4.71,4.29,4.71,,f,22,22,0,0,1.58
1.08624E+18,https://www.airbnb.com/rooms/1086241704662618573,0,0,0,,,,,,,,,,,f,1,1,0,0,
1.08627E+18,https://www.airbnb.com/rooms/1086265374014894050,0,0,0,,,,,,,,,,,f,29,29,0,0,
1.08819E+18,https://www.airbnb.com/rooms/1088191213437351266,1,1,0,09/03/2024,09/03/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.27
1.08656E+18,https://www.airbnb.com/rooms/1086563705429102851,1,1,0,29/04/2024,29/04/2024,5,5,5,5,5,5,5,,f,44,44,0,0,0.48
1.08823E+18,https://www.airbnb.com/rooms/1088231294487444023,5,5,1,12/03/2024,23/06/2024,4.8,4.6,4.8,4.6,5,4.8,4.6,,t,13,13,0,0,1.36
1.08656E+18,https://www.airbnb.com/rooms/1086564401927953530,8,8,0,19/02/2024,07/05/2024,5,5,5,5,4.88,4.88,5,,f,44,44,0,0,1.82
1.08824E+18,https://www.airbnb.com/rooms/1088240161571008036,0,0,0,,,,,,,,,,,t,2,0,2,0,
1.08828E+18,https://www.airbnb.com/rooms/1088276219943183135,0,0,0,,,,,,,,,,,f,1,1,0,0,
1.08656E+18,https://www.airbnb.com/rooms/1086564579648389213,1,1,0,29/02/2024,29/02/2024,5,4,5,3,5,5,5,,f,44,44,0,0,0.25
1.08828E+18,https://www.airbnb.com/rooms/1088278233447284810,1,1,0,30/03/2024,30/03/2024,5,5,5,5,5,5,5,,t,1,1,0,0,0.33
1.08656E+18,https://www.airbnb.com/rooms/1086564643567265236,5,5,0,19/02/2024,07/05/2024,5,5,5,4.6,5,5,4.8,,f,44,44,0,0,1.14
1.08663E+18,https://www.airbnb.com/rooms/1086628546557436439,0,0,0,,,,,,,,,,,f,83,83,0,0,
1.08664E+18,https://www.airbnb.com/rooms/1086636910657289637,5,5,0,11/02/2024,28/04/2024,5,5,5,5,5,5,5,,f,3,3,0,0,1.07
1.08832E+18,https://www.airbnb.com/rooms/1088317244847789964,2,2,0,12/03/2024,19/03/2024,5,5,4.5,5,5,5,4.5,,f,1,1,0,0,0.55
1.0867E+18,https://www.airbnb.com/rooms/1086698803872720765,0,0,0,,,,,,,,,,,f,4,4,0,0,
1.08671E+18,https://www.airbnb.com/rooms/1086713815545473628,1,1,0,01/04/2024,01/04/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.33
1.08672E+18,https://www.airbnb.com/rooms/1086718294997979403,0,0,0,,,,,,,,,,,f,22,22,0,0,
1.08837E+18,https://www.airbnb.com/rooms/1088370284697150390,2,2,0,11/03/2024,18/05/2024,5,5,5,5,5,5,5,,f,4,0,4,0,0.54
1.08672E+18,https://www.airbnb.com/rooms/1086724051989125965,1,1,0,14/05/2024,14/05/2024,5,5,5,5,5,5,5,,t,2,2,0,0,0.64
1.08841E+18,https://www.airbnb.com/rooms/1088412544813127166,1,1,0,31/03/2024,31/03/2024,5,4,5,4,5,5,5,,f,2,2,0,0,0.33
1.08675E+18,https://www.airbnb.com/rooms/1086746153018817499,1,1,0,14/04/2024,14/04/2024,5,1,5,3,1,5,5,,f,1,0,1,0,0.39
1.08867E+18,https://www.airbnb.com/rooms/1088668199114362279,0,0,0,,,,,,,,,,,f,1,0,1,0,
1.08676E+18,https://www.airbnb.com/rooms/1086760925889819691,1,1,0,08/03/2024,08/03/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.26
1.08884E+18,https://www.airbnb.com/rooms/1088836439312453859,1,1,0,29/03/2024,29/03/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.32
1.08885E+18,https://www.airbnb.com/rooms/1088854990357014097,3,3,1,01/04/2024,18/06/2024,5,5,5,5,5,5,5,,f,1,1,0,0,1
1.08679E+18,https://www.airbnb.com/rooms/1086792082970729027,2,2,1,29/03/2024,24/06/2024,3,3.5,3,4.5,4.5,4.5,3,,f,1,1,0,0,0.65
1.08886E+18,https://www.airbnb.com/rooms/1088863389089086347,0,0,0,,,,,,,,,,,t,2,2,0,0,
1.08887E+18,https://www.airbnb.com/rooms/1088866748819823126,3,3,0,13/02/2024,18/02/2024,3.67,3.67,4.33,4.33,4,3.67,3.67,,t,2,1,1,0,0.65
1.08681E+18,https://www.airbnb.com/rooms/1086805853100925135,2,2,0,29/03/2024,28/04/2024,5,5,5,5,5,5,5,,f,2,0,2,0,0.65
1.08682E+18,https://www.airbnb.com/rooms/1086816107045904643,0,0,0,,,,,,,,,,,f,134,134,0,0,
1.08685E+18,https://www.airbnb.com/rooms/1086854389835457127,3,3,1,07/05/2024,11/06/2024,4.67,5,4.67,5,4.67,5,4.67,,t,11,11,0,0,1.67
1.08895E+18,https://www.airbnb.com/rooms/1088945116421117680,1,1,0,25/02/2024,25/02/2024,5,5,5,5,5,5,5,,f,5,5,0,0,0.24
1.08686E+18,https://www.airbnb.com/rooms/1086858290232570748,1,1,0,15/04/2024,15/04/2024,5,5,5,5,5,5,5,,f,49,49,0,0,0.39
